sample_name	amplicon_number	No amp/Invalid	Non-cyclic	Integration	Hybrid	Cyclic
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon8	0.18055555555555558	0.3472222222222222	0.4722222222222223	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon9	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	0.0
FU97_STOMACH	amplicon10	1.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon11	0.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon12	1.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon13	1.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon1	0.15972222222222224	0.3680555555555556	0.47222222222222227	0.0	0.0
FU97_STOMACH	amplicon2	0.00641025641025641	0.028205128205128202	0.05128205128205128	0.4012820512820513	0.5128205128205129
FU97_STOMACH	amplicon3	0.1875	0.4375	0.375	0.0	0.0
FU97_STOMACH	amplicon4	0.1333333333333333	0.4	0.4666666666666666	0.0	0.0
FU97_STOMACH	amplicon5	1.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon6	1.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon7	0.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon8	0.0	0.0	0.0	0.0	0.0
FU97_STOMACH	amplicon9	0.0	0.0	0.0	0.0	0.0
FUOV1_OVARY	amplicon10	0.0	0.41898148148148145	0.0	0.4398148148148148	0.1412037037037037
FUOV1_OVARY	amplicon11	0.273265306122449	0.15081632653061222	0.5253061224489796	0.033741496598639446	0.016870748299319723
FUOV1_OVARY	amplicon1	0.0	0.8611111111111112	0.1388888888888889	0.0	0.0
FUOV1_OVARY	amplicon2	0.16145299145299147	0.12980769230769232	0.4668376068376068	0.03632478632478632	0.20557692307692307
FUOV1_OVARY	amplicon3	0.5	0.25	0.25	0.0	0.0
FUOV1_OVARY	amplicon4	0.14	0.39	0.47	0.0	0.0
FUOV1_OVARY	amplicon5	0.06481481481481481	0.31481481481481477	0.39814814814814814	0.1574074074074074	0.06481481481481481
FUOV1_OVARY	amplicon6	1.0	0.0	0.0	0.0	0.0
FUOV1_OVARY	amplicon7	0.0	0.0	0.0	0.0	0.0
FUOV1_OVARY	amplicon8	0.0	0.18055555555555555	0.4722222222222222	0.0	0.3472222222222222
FUOV1_OVARY	amplicon9	0.020833333333333332	0.10416666666666667	0.6249999999999999	0.0	0.25
G361_SKIN	amplicon1	0.25000000000000006	0.36111111111111116	0.30000000000000016	0.06666666666666668	0.022222222222222227
GAMG_CENTRAL_NERVOUS_SYSTEM	amplicon1	1.0	0.0	0.0	0.0	0.0
GAMG_CENTRAL_NERVOUS_SYSTEM	amplicon2	1.0	0.0	0.0	0.0	0.0
GAMG_CENTRAL_NERVOUS_SYSTEM	amplicon3	1.0	0.0	0.0	0.0	0.0
GAMG_CENTRAL_NERVOUS_SYSTEM	amplicon4	0.2916666666666667	0.20833333333333334	0.5000000000000001	0.0	0.0
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon1	0.05495555555555556	0.46062222222222227	0.4496	0.0	0.03482222222222223
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon2	0.25	0.25	0.5	0.0	0.0
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon3	0.125	0.375	0.5	0.0	0.0
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon4	0.14166666666666666	0.36666666666666664	0.3833333333333333	0.08333333333333333	0.025
GCIY_STOMACH	amplicon1	0.0	0.17361111111111108	0.48611111111111116	0.0	0.3402777777777778
GCIY_STOMACH	amplicon2	0.009265132189239335	0.19899234693877543	0.1777065940012368	0.28376030715316436	0.330275619717584
GCIY_STOMACH	amplicon3	1.0	0.0	0.0	0.0	0.0
GCIY_STOMACH	amplicon4	1.0	0.0	0.0	0.0	0.0
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon1	0.6012346806272618	0.054822799607225726	0.3379303705925769	0.004847387098688431	0.0011647620742473261
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon2	0.23703703703703702	0.1287037037037037	0.5703703703703703	0.025	0.03888888888888888
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon3	1.0	0.0	0.0	0.0	0.0
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon4	0.0	0.0	0.0	0.0	0.0
HARA_LUNG	amplicon10	0.05555555555555555	0.18055555555555555	0.5833333333333333	0.0	0.18055555555555555
HARA_LUNG	amplicon11	0.125	0.25	0.5	0.0	0.125
HARA_LUNG	amplicon12	0.0	0.0	0.0	0.0	0.0
HARA_LUNG	amplicon1	0.0	1.0	0.0	0.0	0.0
HARA_LUNG	amplicon2	0.2795185185185185	0.18977777777777785	0.4252962962962963	0.057185185185185186	0.04822222222222223
HARA_LUNG	amplicon3	0.0	0.0	0.0	0.0	0.0
HARA_LUNG	amplicon4	0.0	0.16666666666666669	0.6666666666666667	0.0	0.16666666666666669
HARA_LUNG	amplicon5	0.05555555555555555	0.5555555555555556	0.38888888888888884	0.0	0.0
HARA_LUNG	amplicon6	0.2469839002267574	0.28400430839002266	0.42510022675736964	0.03094104308390022	0.01297052154195011
HARA_LUNG	amplicon7	0.0	1.0	0.0	0.0	0.0
HARA_LUNG	amplicon8	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	0.0
HARA_LUNG	amplicon9	0.0	1.0	0.0	0.0	0.0
HCC1187_BREAST	amplicon10	1.0	0.0	0.0	0.0	0.0
HCC1187_BREAST	amplicon11	0.0	0.0	0.0	0.0	0.0
HCC1187_BREAST	amplicon12	1.0	0.0	0.0	0.0	0.0
HCC1187_BREAST	amplicon1	0.14592592592592593	0.3125925925925926	0.4748148148148148	0.05333333333333334	0.013333333333333334
HCC1187_BREAST	amplicon2	0.0	0.0	0.0	0.0	0.0
HCC1187_BREAST	amplicon3	1.0	0.0	0.0	0.0	0.0
HCC1187_BREAST	amplicon4	0.0	0.25	0.5	0.0	0.25
HCC1187_BREAST	amplicon5	0.0	0.7222222222222222	0.2222222222222222	0.0	0.05555555555555555
HCC1187_BREAST	amplicon6	0.0	0.25	0.5	0.0	0.25
HCC1187_BREAST	amplicon7	0.0	0.25	0.5	0.0	0.25
HCC1187_BREAST	amplicon8	0.1	0.4	0.3	0.1	0.1
HCC1187_BREAST	amplicon9	1.0	0.0	0.0	0.0	0.0
HCC1419_BREAST	amplicon1	0.23205372052661155	0.20592464335943467	0.44905507074091	0.0782472919232772	0.03471927344976655
HCC1419_BREAST	amplicon2	0.0	0.0	0.0	0.0	0.0
HCC1419_BREAST	amplicon3	0.0	1.0	0.0	0.0	0.0
HCC1419_BREAST	amplicon4	0.0	0.5	0.5	0.0	0.0
HCC1419_BREAST	amplicon5	0.25	0.25	0.5	0.0	0.0
HCC1419_BREAST	amplicon6	0.3171428571428571	0.17511904761904762	0.4754761904761905	0.0	0.03226190476190476
HCC1419_BREAST	amplicon7	0.25	0.25	0.5	0.0	0.0
HCC1428_BREAST	amplicon10	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon11	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon12	1.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon1	0.35	0.45	0.2	0.0	0.0
HCC1428_BREAST	amplicon2	0.27048611111111115	0.434375	0.2951388888888889	0.0	0.0
HCC1428_BREAST	amplicon3	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon4	0.25	0.25	0.5	0.0	0.0
HCC1428_BREAST	amplicon5	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon7	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon8	0.0	0.0	0.0	0.0	0.0
HCC1428_BREAST	amplicon9	0.0	0.0	0.0	0.0	0.0
HCC1500_BREAST	amplicon10	0.1597222222222222	0.05555555555555555	0.625	0.0	0.1597222222222222
HCC1500_BREAST	amplicon1	0.06547619047619047	0.5297619047619048	0.4047619047619047	0.0	0.0
HCC1500_BREAST	amplicon2	0.2697755259511211	0.009201310153691104	0.49060767825648777	0.0568745275888133	0.1735409580498866
HCC1500_BREAST	amplicon3	0.0	0.0	0.0	0.0	0.0
HCC1500_BREAST	amplicon4	1.0	0.0	0.0	0.0	0.0
HCC1500_BREAST	amplicon5	0.2986111111111111	0.2152777777777778	0.4861111111111111	0.0	0.0
HCC1500_BREAST	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC1500_BREAST	amplicon7	0.0	0.0	0.0	0.0	0.0
HCC1500_BREAST	amplicon8	0.0	0.0	0.0	0.0	0.0
HCC1500_BREAST	amplicon9	0.4812499999999999	0.04166666666666667	0.4208333333333333	0.041666666666666664	0.014583333333333332
HCC1569_BREAST	amplicon10	0.0625	0.25	0.5	0.125	0.0625
HCC1569_BREAST	amplicon11	0.0	1.0	0.0	0.0	0.0
HCC1569_BREAST	amplicon12	0.15	0.5833333333333334	0.26666666666666666	0.0	0.0
HCC1569_BREAST	amplicon13	0.07166666666666667	0.3272222222222222	0.4386111111111112	0.10798611111111112	0.05451388888888889
HCC1569_BREAST	amplicon14	0.22222222222222224	0.13888888888888892	0.5833333333333334	0.0	0.05555555555555556
HCC1569_BREAST	amplicon15	0.0	1.0	0.0	0.0	0.0
HCC1569_BREAST	amplicon16	0.0	0.0	0.0	0.0	0.0
HCC1569_BREAST	amplicon1	0.3819444444444444	0.03645833333333333	0.4861111111111111	0.05208333333333333	0.043402777777777776
HCC1569_BREAST	amplicon2	0.1111111111111111	0.1111111111111111	0.6666666666666666	0.0	0.1111111111111111
HCC1569_BREAST	amplicon3	0.0	0.0	0.0	0.0	0.0
HCC1569_BREAST	amplicon4	0.05555555555555555	0.5555555555555555	0.3888888888888889	0.0	0.0
HCC1569_BREAST	amplicon5	0.09226190476190474	0.5476190476190477	0.3333333333333333	0.017857142857142856	0.008928571428571428
HCC1569_BREAST	amplicon6	0.05555555555555555	0.7222222222222222	0.2222222222222222	0.0	0.0
HCC1569_BREAST	amplicon7	0.15000000000000002	0.4333333333333334	0.4166666666666667	0.0	0.0
HCC1569_BREAST	amplicon8	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333
HCC1569_BREAST	amplicon9	0.0	0.75	0.25	0.0	0.0
HCC1599_BREAST	amplicon1	0.0	0.0	0.0	0.0	0.0
HCC1599_BREAST	amplicon2	0.0	0.7222222222222222	0.1111111111111111	0.1111111111111111	0.05555555555555555
HCC1599_BREAST	amplicon3	0.0	0.25	0.5	0.0	0.25
HCC1599_BREAST	amplicon4	0.3899074074074074	0.07521604938271603	0.39882716049382716	0.0	0.13604938271604938
HCC1599_BREAST	amplicon5	0.0	1.0	0.0	0.0	0.0
HCC1599_BREAST	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC1599_BREAST	amplicon7	0.0	0.0	0.0	0.0	0.0
HCC1599_BREAST	amplicon8	0.0	0.0	0.0	0.0	0.0
HCC1599_BREAST	amplicon9	0.0	0.0	0.0	0.0	0.0
HCC15_LUNG	amplicon1	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	0.0
HCC1833_LUNG	amplicon1	0.05982323232323232	0.5706060606060606	0.2582828282828283	0.0741919191919192	0.0370959595959596
HCC1833_LUNG	amplicon2	0.0	0.0	0.0	0.0	0.0
HCC1833_LUNG	amplicon3	0.0	0.0	0.0	0.0	0.0
HCC1833_LUNG	amplicon4	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0
HCC1833_LUNG	amplicon5	0.0	0.0	0.0	0.0	0.0
HCC1833_LUNG	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC1937_BREAST	amplicon1	0.12962962962962965	0.40740740740740744	0.462962962962963	0.0	0.0
HCC1937_BREAST	amplicon2	0.0	0.25	0.5	0.0	0.25
HCC1937_BREAST	amplicon3	0.17592592592592593	0.037037037037037035	0.48148148148148145	0.12962962962962962	0.17592592592592593
HCC1937_BREAST	amplicon4	0.0	0.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon10	0.0	0.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon11	1.0	0.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon1	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0
HCC1954_BREAST	amplicon2	0.1547207295728789	0.22757684659635913	0.4230448972857463	0.13257794336500692	0.062079583180008745
HCC1954_BREAST	amplicon3	1.0	0.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon4	0.11666666666666665	0.31666666666666665	0.41111111111111115	0.08888888888888888	0.06666666666666667
HCC1954_BREAST	amplicon5	0.0	1.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon7	0.03125000000000001	0.34722222222222227	0.36111111111111116	0.17361111111111113	0.08680555555555557
HCC1954_BREAST	amplicon8	0.0	0.0	0.0	0.0	0.0
HCC1954_BREAST	amplicon9	0.0	0.015625	0.0	0.09375	0.890625
HCC202_BREAST	amplicon10	1.0	0.0	0.0	0.0	0.0
HCC202_BREAST	amplicon1	0.09891304347826087	0.39498792270531397	0.2420289855072464	0.17415458937198064	0.08991545893719806
HCC202_BREAST	amplicon2	0.0	0.25	0.5	0.0	0.25
HCC202_BREAST	amplicon3	0.030973544973544972	0.5026402116402117	0.3290052910052911	0.12138624338624339	0.015994708994708996
HCC202_BREAST	amplicon4	0.0	0.0	0.0	0.0	0.0
HCC202_BREAST	amplicon5	0.10250000000000001	0.5900000000000001	0.3075	0.0	0.0
HCC202_BREAST	amplicon6	0.0	1.0	0.0	0.0	0.0
HCC202_BREAST	amplicon7	0.0	1.0	0.0	0.0	0.0
HCC202_BREAST	amplicon8	0.0	0.0	0.0	0.0	0.0
HCC202_BREAST	amplicon9	1.0	0.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon10	0.0	0.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon11	0.0	0.25	0.5	0.0	0.25
HCC2157_BREAST	amplicon12	0.0	0.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon1	0.0	1.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon2	0.0	0.11111111111111112	0.6777777777777777	0.0	0.2111111111111111
HCC2157_BREAST	amplicon3	0.0	0.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon4	0.0	0.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon5	0.25	0.0	0.5	0.0	0.25
HCC2157_BREAST	amplicon6	0.08888888888888885	0.5555555555555555	0.3555555555555555	0.0	0.0
HCC2157_BREAST	amplicon7	1.0	0.0	0.0	0.0	0.0
HCC2157_BREAST	amplicon8	0.12901234567901235	0.4427469135802468	0.33063271604938277	0.07561728395061729	0.02199074074074074
HCC2157_BREAST	amplicon9	0.17777777777777776	0.2777777777777778	0.5444444444444445	0.0	0.0
HCC33_LUNG	amplicon1	0.0034560528756957328	0.4378057359307359	0.035620361781076075	0.3355639301175015	0.18755391929499068
HCC38_BREAST	amplicon10	0.38125	0.11406250000000001	0.48125	0.015625	0.0078125
HCC38_BREAST	amplicon11	0.04125	0.6212500000000001	0.3275	0.0	0.01
HCC38_BREAST	amplicon12	1.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon13	0.36190476190476195	0.2571428571428571	0.3642857142857142	0.0	0.016666666666666666
HCC38_BREAST	amplicon14	0.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon15	1.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon16	1.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon17	0.1138888888888889	0.36388888888888893	0.4222222222222222	0.0875	0.0125
HCC38_BREAST	amplicon1	0.3125	0.1875	0.5	0.0	0.0
HCC38_BREAST	amplicon2	1.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon3	0.0	0.25	0.5	0.0	0.25
HCC38_BREAST	amplicon4	0.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon5	0.27033730158730157	0.2524801587301588	0.45932539682539686	0.0	0.017857142857142856
HCC38_BREAST	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC38_BREAST	amplicon7	0.0	0.25	0.5	0.0	0.25
HCC38_BREAST	amplicon8	0.5	0.0	0.4166666666666667	0.0	0.08333333333333334
HCC38_BREAST	amplicon9	0.0	0.0	0.0	0.0	0.0
HCC44_LUNG	amplicon1	0.07892094017094017	0.2321260683760684	0.4218055555555556	0.21634615384615385	0.05080128205128205
HCC44_LUNG	amplicon2	0.015625	0.890625	0.09375	0.0	0.0
HCC44_LUNG	amplicon3	0.058396464646464634	0.1744318181818182	0.28472222222222227	0.29065656565656567	0.19179292929292927
HCC44_LUNG	amplicon4	1.0	0.0	0.0	0.0	0.0
HCC70_BREAST	amplicon1	0.0	0.8333333333333334	0.16666666666666669	0.0	0.0
HCC70_BREAST	amplicon2	0.0	0.0	0.0	0.0	0.0
HCC70_BREAST	amplicon3	0.0	0.0	0.0	0.0	0.0
HCC827_LUNG	amplicon1	0.006481481481481481	0.8613425925925926	0.1050925925925926	0.025	0.0020833333333333337
HCC827_LUNG	amplicon2	0.0	1.0	0.0	0.0	0.0
HCC827_LUNG	amplicon3	0.12361167800453514	0.052291950113378685	0.6050351473922903	0.0	0.2190612244897959
HCC827_LUNG	amplicon4	0.15961979613852018	0.34295731237478816	0.4215870263963189	0.06465336943839026	0.011182495651982479
HCC827_LUNG	amplicon5	0.0	0.0	0.0	0.0	0.0
HCC827_LUNG	amplicon6	0.0	0.0	0.0	0.0	0.0
HCC827_LUNG	amplicon7	1.0	0.0	0.0	0.0	0.0
HCC827_LUNG	amplicon8	0.0	0.0	0.0	0.0	0.0
HCC95_LUNG	amplicon1	0.0	1.0	0.0	0.0	0.0
HCC95_LUNG	amplicon2	0.5833333333333334	0.16666666666666666	0.25	0.0	0.0
HCC95_LUNG	amplicon3	0.0	1.0	0.0	0.0	0.0
HCC95_LUNG	amplicon4	0.06070127504553735	0.5150015179113538	0.2880039465695204	0.09584547662416516	0.0404477838494232
HCC95_LUNG	amplicon5	0.25	0.0	0.5	0.0	0.25
HCC95_LUNG	amplicon6	0.027777777777777776	0.19444444444444445	0.5833333333333334	0.0	0.19444444444444445
HCC95_LUNG	amplicon7	0.0	0.0	0.0	0.0	0.0
HCC95_LUNG	amplicon8	0.3472222222222222	0.18055555555555555	0.4722222222222222	0.0	0.0
HDQP1_BREAST	amplicon1	0.31180555555555556	0.20347222222222222	0.4847222222222223	0.0	0.0
HDQP1_BREAST	amplicon2	0.28221910986616866	0.1309726112667289	0.5096654217242452	0.04533146591970122	0.03181139122315593
HDQP1_BREAST	amplicon3	0.0	0.25	0.5	0.0	0.25
HDQP1_BREAST	amplicon4	0.0	0.0	0.0	0.0	0.0
HDQP1_BREAST	amplicon5	0.0	0.0	0.0	0.0	0.0
HDQP1_BREAST	amplicon6	0.0	1.0	0.0	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	0.07858187134502924	0.565423976608187	0.35599415204678364	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon2	0.0	0.0	0.0	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon3	0.25	0.25	0.5	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	0.0	0.0	0.0	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon5	0.0	0.0	0.0	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon6	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	0.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon7	0.0625	0.4375	0.5	0.0	0.0
HEPG2_LIVER	amplicon1	0.23522875816993466	0.25165032679738564	0.482483660130719	0.02042483660130719	0.010212418300653595
HGC27_STOMACH	amplicon1	0.04166666666666666	0.24074074074074073	0.3148148148148148	0.2824074074074074	0.12037037037037035
HGC27_STOMACH	amplicon2	0.0	1.0	0.0	0.0	0.0
HGC27_STOMACH	amplicon3	0.058843669250646	0.19730738807150772	0.23242340346991505	0.23588633127669684	0.2755392079312344
HGC27_STOMACH	amplicon4	0.0	0.0	0.0	0.0	0.0
HS294T_SKIN	amplicon1	0.0	1.0	0.0	0.0	0.0
HS746T_STOMACH	amplicon1	0.1865079365079365	0.3293650793650794	0.4841269841269842	0.0	0.0
HS746T_STOMACH	amplicon2	0.2325921843360115	0.2470023896618547	0.4376771833561955	0.06835314738606918	0.014375095259868919
HS746T_STOMACH	amplicon3	0.0	0.0	0.0	0.0	0.0
HS746T_STOMACH	amplicon4	0.12222222222222223	0.3622222222222222	0.47333333333333333	0.0	0.042222222222222223
HS746T_STOMACH	amplicon5	0.0	1.0	0.0	0.0	0.0
HS746T_STOMACH	amplicon6	0.0	0.4444444444444445	0.22222222222222224	0.22222222222222224	0.11111111111111112
HS746T_STOMACH	amplicon7	0.0	0.0	0.0	0.0	0.0
HS944T_SKIN	amplicon1	0.0	0.5	0.5	0.0	0.0
HS944T_SKIN	amplicon2	0.0	0.0	0.0	0.0	0.0
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon1	0.3531746031746032	0.3531746031746032	0.2936507936507936	0.0	0.0
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon2	0.0	0.0	0.0	0.0	0.0
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon3	0.03703703703703703	0.8148148148148148	0.1481481481481481	0.0	0.0
HSC3_UPPER_AERODIGESTIVE_TRACT	amplicon4	0.3472222222222222	0.18055555555555555	0.4722222222222222	0.0	0.0
HT115_LARGE_INTESTINE	amplicon1	0.027777777777777776	0.24444444444444446	0.31543209876543205	0.17345679012345677	0.23888888888888887
HT1376_URINARY_TRACT	amplicon1	0.0	0.0	0.0	0.0	0.0
HT1376_URINARY_TRACT	amplicon2	0.0	0.0	0.0	0.0	0.0
HT1376_URINARY_TRACT	amplicon3	0.0	0.0	0.0	0.0	0.0
HT1376_URINARY_TRACT	amplicon4	0.0828282828282828	0.4010101010101009	0.32626262626262625	0.12929292929292927	0.0606060606060606
HT1376_URINARY_TRACT	amplicon5	0.0	0.0	0.0	0.0	0.0
HT1376_URINARY_TRACT	amplicon6	0.0	0.0	0.0	0.0	0.0
HT1376_URINARY_TRACT	amplicon7	0.4097222222222222	0.0	0.4722222222222222	0.0	0.11805555555555555
HT144_SKIN	amplicon1	0.0	0.5	0.5	0.0	0.0
HT29_LARGE_INTESTINE	amplicon1	0.004273504273504273	0.5677350427350427	0.0405982905982906	0.20405982905982908	0.18333333333333332
HT29_LARGE_INTESTINE	amplicon2	0.0	0.0	0.0	0.0	0.0
HT29_LARGE_INTESTINE	amplicon3	0.0	0.0	0.0	0.0	0.0
IM95_STOMACH	amplicon1	1.0	0.0	0.0	0.0	0.0
JHH1_LIVER	amplicon1	0.0	1.0	0.0	0.0	0.0
JHH1_LIVER	amplicon2	0.0	0.16666666666666669	0.5000000000000001	0.0	0.33333333333333337
JHH7_LIVER	amplicon1	0.4444444444444444	0.1111111111111111	0.4444444444444444	0.0	0.0
JHH7_LIVER	amplicon2	0.12468415937803691	0.1376718676888745	0.3478350070186806	0.2437506748731238	0.14605829104128418
JHH7_LIVER	amplicon3	0.010416666666666664	0.7604166666666667	0.22916666666666663	0.0	0.0
JHH7_LIVER	amplicon4	0.12673611111111113	0.5538194444444444	0.3194444444444444	0.0	0.0
JHH7_LIVER	amplicon5	0.4502314814814814	0.06134259259259258	0.46064814814814814	0.0	0.02777777777777777
JHH7_LIVER	amplicon6	0.0	0.25	0.5	0.0	0.25
JHOS2_OVARY	amplicon10	0.0	0.0	0.0	0.0	0.0
JHOS2_OVARY	amplicon11	0.13095238095238096	0.3095238095238095	0.4523809523809524	0.08928571428571429	0.017857142857142856
JHOS2_OVARY	amplicon1	0.32936507936507936	0.1865079365079365	0.48412698412698413	0.0	0.0
JHOS2_OVARY	amplicon2	0.3055555555555556	0.0	0.5013888888888889	0.0	0.19305555555555556
JHOS2_OVARY	amplicon3	0.0	0.0	0.0	0.0	0.0
JHOS2_OVARY	amplicon4	1.0	0.0	0.0	0.0	0.0
JHOS2_OVARY	amplicon5	0.0	0.25	0.5	0.0	0.25
JHOS2_OVARY	amplicon6	0.0	0.0	0.0	0.0	0.0
JHOS2_OVARY	amplicon7	1.0	0.0	0.0	0.0	0.0
JHOS2_OVARY	amplicon8	0.0	0.0	0.0	0.0	0.0
JHOS2_OVARY	amplicon9	1.0	0.0	0.0	0.0	0.0
JHUEM1_ENDOMETRIUM	amplicon1	0.0	0.6595959595959597	0.08333333333333333	0.2141414141414142	0.042929292929292935
JHUEM1_ENDOMETRIUM	amplicon2	0.0	0.0	0.0	0.0	0.0
KALS1_CENTRAL_NERVOUS_SYSTEM	amplicon1	1.0	0.0	0.0	0.0	0.0
KALS1_CENTRAL_NERVOUS_SYSTEM	amplicon2	0.0	0.0	0.0	0.0	0.0
KALS1_CENTRAL_NERVOUS_SYSTEM	amplicon3	1.0	0.0	0.0	0.0	0.0
KALS1_CENTRAL_NERVOUS_SYSTEM	amplicon4	0.0	0.0	0.0	0.0	0.0
KALS1_CENTRAL_NERVOUS_SYSTEM	amplicon5	0.0	0.0	0.0	0.0	0.0
KALS1_CENTRAL_NERVOUS_SYSTEM	amplicon6	0.0	0.0	0.0	0.0	0.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	0.15374248436748436	0.02807239057239057	0.46084716209716214	0.1033459595959596	0.25399200336700345
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon2	0.0	0.0	0.0	0.0	0.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon3	0.0	1.0	0.0	0.0	0.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	0.0	0.0	0.0	0.0	0.0
KATOIII_STOMACH	amplicon1	0.029938271604938293	0.0024691358024691366	0.14135802469135814	0.0	0.8262345679012345
KE39_STOMACH	amplicon1	0.0	0.0	0.0	0.0	0.0
KE39_STOMACH	amplicon2	0.0	1.0	0.0	0.0	0.0
KE39_STOMACH	amplicon3	0.39079181424635967	0.01284189451721919	0.46154768463859375	0.03601453725046798	0.09880406934735937
KE39_STOMACH	amplicon4	0.0	0.25	0.5	0.0	0.25
KE39_STOMACH	amplicon5	0.0	1.0	0.0	0.0	0.0
KLE_ENDOMETRIUM	amplicon1	0.0	0.0	0.0	0.0	0.0
KLE_ENDOMETRIUM	amplicon2	0.026049382716049382	0.361604938271605	0.3864197530864196	0.18814814814814815	0.03777777777777777
KLE_ENDOMETRIUM	amplicon3	0.16666666666666663	0.75	0.08333333333333331	0.0	0.0
KLE_ENDOMETRIUM	amplicon4	0.1337037037037037	0.44481481481481483	0.42148148148148146	0.0	0.0
KLE_ENDOMETRIUM	amplicon5	0.0	0.0	0.0	0.0	0.0
KLE_ENDOMETRIUM	amplicon6	0.0922222222222222	0.15222222222222218	0.43888888888888883	0.23444444444444437	0.08222222222222221
KLE_ENDOMETRIUM	amplicon7	0.0	0.0	0.0	0.0	0.0
KLE_ENDOMETRIUM	amplicon8	0.0	0.0	0.0	0.0	0.0
KLE_ENDOMETRIUM	amplicon9	0.0	0.0	0.0	0.0	0.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	0.0	0.0	0.0	0.0	0.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon2	0.0	1.0	0.0	0.0	0.0
