sample_name	amplicon_number	No amp/Invalid	Non-cyclic	Integration	Hybrid	Cyclic
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon3	0.0	0.0	0.0	0.0	0.0
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon4	0.0	0.0	0.0	0.0	0.0
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon5	0.1099537037037037	0.06828703703703702	0.4189814814814815	0.19907407407407404	0.2037037037037037
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon6	0.0	0.0	0.0	0.0	0.0
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon7	0.0	1.0	0.0	0.0	0.0
DMS114_LUNG	amplicon1	0.1843137254901961	0.3122549019607843	0.36078431372549025	0.05604575163398692	0.0866013071895425
DMS114_LUNG	amplicon2	0.0	0.0	0.0	0.0	0.0
DMS114_LUNG	amplicon3	0.3375	0.0	0.5	0.0	0.1625
DMS114_LUNG	amplicon4	0.19637778722600158	0.16054007096665832	0.4126912215503483	0.14042112832787437	0.08996979192911736
DMS114_LUNG	amplicon5	0.1574074074074074	0.3796296296296296	0.46296296296296297	0.0	0.0
DMS114_LUNG	amplicon6	0.0	1.0	0.0	0.0	0.0
DMS114_LUNG	amplicon7	0.0	0.0	0.0	0.0	0.0
DMS114_LUNG	amplicon8	1.0	0.0	0.0	0.0	0.0
DMS153_LUNG	amplicon1	0.0	0.0	0.0	0.0	0.0
DMS153_LUNG	amplicon2	0.02777777777777778	0.8611111111111112	0.11111111111111112	0.0	0.0
DMS153_LUNG	amplicon3	0.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon10	0.3101851851851852	0.19907407407407407	0.49074074074074076	0.0	0.0
DMS273_LUNG	amplicon11	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon12	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon13	0.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon14	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon15	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon16	0.38492063492063494	0.1468253968253968	0.46825396825396826	0.0	0.0
DMS273_LUNG	amplicon1	0.05612318840579711	0.11200483091787439	0.34091787439613525	0.15659420289855075	0.33435990338164256
DMS273_LUNG	amplicon2	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon3	0.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon4	0.023511886356274114	0.24555121182672204	0.17060145919839792	0.2949096651647672	0.26542577745383866
DMS273_LUNG	amplicon5	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon6	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon7	1.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon8	0.0	0.0	0.0	0.0	0.0
DMS273_LUNG	amplicon9	1.0	0.0	0.0	0.0	0.0
DMS454_LUNG	amplicon1	0.18388888888888888	0.40888888888888897	0.40722222222222226	0.0	0.0
DMS454_LUNG	amplicon2	0.020833333333333332	0.8541666666666666	0.125	0.0	0.0
DMS454_LUNG	amplicon3	0.25	0.25	0.5	0.0	0.0
DMS454_LUNG	amplicon4	1.0	0.0	0.0	0.0	0.0
DMS454_LUNG	amplicon5	0.16463675213675213	0.3659188034188034	0.41559829059829073	0.026923076923076925	0.026923076923076925
DMS454_LUNG	amplicon6	0.05555555555555555	0.7222222222222222	0.2222222222222222	0.0	0.0
DMS454_LUNG	amplicon7	1.0	0.0	0.0	0.0	0.0
DMS454_LUNG	amplicon8	1.0	0.0	0.0	0.0	0.0
DMS53_LUNG	amplicon10	0.44819444444444434	0.1723611111111111	0.3794444444444445	0.0	0.0
DMS53_LUNG	amplicon11	0.25	0.25	0.5	0.0	0.0
DMS53_LUNG	amplicon12	0.010961538461538464	0.32361111111111107	0.3732905982905983	0.0641025641025641	0.228034188034188
DMS53_LUNG	amplicon13	0.0	0.0	0.0	0.0	0.0
DMS53_LUNG	amplicon1	0.0	1.0	0.0	0.0	0.0
DMS53_LUNG	amplicon2	0.0	0.0	0.0	0.0	0.0
DMS53_LUNG	amplicon3	0.0	0.5	0.5	0.0	0.0
DMS53_LUNG	amplicon4	1.0	0.0	0.0	0.0	0.0
DMS53_LUNG	amplicon5	1.0	0.0	0.0	0.0	0.0
DMS53_LUNG	amplicon6	0.0	0.25	0.5	0.0	0.25
DMS53_LUNG	amplicon7	0.0	1.0	0.0	0.0	0.0
DMS53_LUNG	amplicon8	0.7638888888888888	0.06944444444444443	0.16666666666666663	0.0	0.0
DMS53_LUNG	amplicon9	0.3357142857142857	0.17857142857142858	0.4857142857142857	0.0	0.0
DU145_PROSTATE	amplicon1	0.38523148148148145	0.1574537037037037	0.4573148148148148	0.0	0.0
DU145_PROSTATE	amplicon2	0.0	0.0	0.0	0.0	0.0
DU145_PROSTATE	amplicon3	0.08333333333333333	0.75	0.16666666666666666	0.0	0.0
DU4475_BREAST	amplicon1	0.0	0.6666666666666666	0.25	0.0	0.08333333333333333
EBC1_LUNG	amplicon10	0.0842013888888889	0.5008680555555556	0.4149305555555556	0.0	0.0
EBC1_LUNG	amplicon11	0.25	0.25	0.5	0.0	0.0
EBC1_LUNG	amplicon12	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0
EBC1_LUNG	amplicon13	0.34751855287569583	0.0487302875695733	0.5550208719851576	0.0	0.0487302875695733
EBC1_LUNG	amplicon14	0.4076165674603175	0.07751417233560091	0.45113591269841274	0.031037414965986394	0.03269593253968254
EBC1_LUNG	amplicon15	0.0	0.75	0.25	0.0	0.0
EBC1_LUNG	amplicon16	0.16319444444444442	0.420138888888889	0.4166666666666667	0.0	0.0
EBC1_LUNG	amplicon17	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon18	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon19	0.31616161616161614	0.07272727272727274	0.41818181818181815	0.09974747474747478	0.0931818181818182
EBC1_LUNG	amplicon1	1.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon20	0.08333333333333333	0.5833333333333334	0.3333333333333333	0.0	0.0
EBC1_LUNG	amplicon21	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon22	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon23	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon24	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon25	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon26	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon27	0.4533333333333333	0.17708333333333334	0.34666666666666673	0.016666666666666666	0.00625
EBC1_LUNG	amplicon28	1.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon2	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon3	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon4	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon5	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon6	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon7	0.0	1.0	0.0	0.0	0.0
EBC1_LUNG	amplicon8	0.0	0.0	0.0	0.0	0.0
EBC1_LUNG	amplicon9	0.0	0.0	0.0	0.0	0.0
EFM192A_BREAST	amplicon1	0.0956225860076616	0.3202028089812718	0.31262171879661077	0.18715006170700813	0.08440282450744782
EFM192A_BREAST	amplicon2	0.0	0.0	0.0	0.0	0.0
EFM192A_BREAST	amplicon3	0.0	0.4444444444444445	0.22222222222222224	0.22222222222222224	0.11111111111111112
EFM192A_BREAST	amplicon4	0.0	0.0	0.0	0.0	0.0
EFM192A_BREAST	amplicon5	0.0	0.0	0.0	0.0	0.0
EFM192A_BREAST	amplicon6	0.0	0.0	0.0	0.0	0.0
EFM192A_BREAST	amplicon7	0.0	0.0	0.0	0.0	0.0
EFM192A_BREAST	amplicon8	0.0	0.0	0.0	0.0	0.0
EFM19_BREAST	amplicon1	0.0	0.0	0.0	0.0	0.0
EFM19_BREAST	amplicon2	0.05555555555555555	0.5555555555555555	0.3888888888888889	0.0	0.0
EFM19_BREAST	amplicon3	0.1000044245340413	0.15260701841712299	0.3988297107460869	0.23128505060560817	0.11727379569714069
EFM19_BREAST	amplicon4	0.17858024691358027	0.2803086419753086	0.5098765432098765	0.017037037037037035	0.01419753086419753
EFM19_BREAST	amplicon5	0.0	0.0	0.0	0.0	0.0
EFM19_BREAST	amplicon6	0.0787037037037037	0.0787037037037037	0.6388888888888888	0.0	0.20370370370370372
EFM19_BREAST	amplicon7	0.0	0.0	0.0	0.0	0.0
EFM19_BREAST	amplicon8	0.25	0.25	0.5	0.0	0.0
EFM19_BREAST	amplicon9	0.0	0.25	0.5	0.0	0.25
EFO21_OVARY	amplicon1	1.0	0.0	0.0	0.0	0.0
EFO21_OVARY	amplicon2	0.3433285957240038	0.1233474246841592	0.5008286362163914	0.02170351473922903	0.010791828636216388
EFO21_OVARY	amplicon3	0.0	0.0	0.0	0.0	0.0
EFO21_OVARY	amplicon4	0.0	0.0	0.0	0.0	0.0
EFO21_OVARY	amplicon5	1.0	0.0	0.0	0.0	0.0
EFO21_OVARY	amplicon6	0.0	0.0	0.0	0.0	0.0
EFO21_OVARY	amplicon7	0.5394444444444445	0.07277777777777779	0.3877777777777778	0.0	0.0
EFO21_OVARY	amplicon8	0.0	0.8636363636363636	0.0	0.1212121212121212	0.01515151515151515
ES2_OVARY	amplicon1	0.14877559424986464	0.13045841294593213	0.43933233568218216	0.17259412411918165	0.10883953300283941
ES2_OVARY	amplicon2	0.22800925925925922	0.3773148148148148	0.3946759259259259	0.0	0.0
ES2_OVARY	amplicon3	0.027777777777777776	0.3715277777777778	0.35416666666666663	0.125	0.12152777777777778
ES2_OVARY	amplicon4	1.0	0.0	0.0	0.0	0.0
ES2_OVARY	amplicon5	0.0	0.0	0.0	0.0	0.0
ES2_OVARY	amplicon6	0.0	0.0	0.0	0.0	0.0
ES2_OVARY	amplicon7	1.0	0.0	0.0	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon10	0.1574074074074074	0.0949074074074074	0.46296296296296297	0.1898148148148148	0.0949074074074074
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon11	0.3111111111111111	0.12361111111111112	0.47777777777777775	0.05833333333333333	0.029166666666666664
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon1	0.4444444444444444	0.1111111111111111	0.4444444444444444	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon2	0.23263888888888892	0.4131944444444445	0.35416666666666674	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon3	0.022222222222222227	0.888888888888889	0.0888888888888889	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon4	0.03199233716475096	0.7308429118773947	0.19118773946360157	0.034482758620689655	0.01149425287356322
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon5	0.0	0.0	0.0	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon6	0.0	1.0	0.0	0.0	0.0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon7	0.4444444444444444	0.1111111111111111	0.4444444444444444	0.0	0.0
